id,title,description,link,image_link,additional_image_link,price,sale_price,availability,condition,brand,item_group_id,product_type,google_product_category
36800,Lucky Castrados 8Kg,"Nutrición High Premium para Control de Peso y Vitalidad Lucky Gatos Castrados es una fórmula natural high premium diseñada para las necesidades de los gatos esterilizados. Ayuda a mantener un peso ideal, una digestión eficiente y una condición corporal óptima, sin perder sabor.*Este producto está recomendado solo para uso en gatos adultos* Beneficios clave: L-carnitina para favorecer la quema natural de grasas. Bajo en calorías y grasa, ideal para el metabolismo del gato castrado. Salmón de alta digestibilidad como fuente superior de proteína y ácidos grasos esenciales. Contribuye a conservar la masa muscular y niveles óptimos de energía. Ideal para: gatos adultos esterilizados que necesitan control de peso con nutrición de alto nivel.",https://www.plazacampo.com/lucky-castrados-ext-8kg-1/p?skuId=36800,https://b2csolla.vteximg.com.br/arquivos/ids/4380838-1000-1500/Lucky-Castrados-8Kg.jpg?v=639242029168400000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380835-1000-1500/Lucky-Castrados-8Kg.jpg?v=639242244377830000,https://b2csolla.vteximg.com.br/arquivos/ids/4380836-1000-1500/Lucky-Castrados-8Kg.jpg?v=639242244380270000,https://b2csolla.vteximg.com.br/arquivos/ids/4380837-1000-1500/Lucky-Castrados-8Kg.jpg?v=639242244381900000",166600 COP,,in stock,new,Lucky Gatos,347,Gatos > Lucky Gatos > Castrados,Animals & Pet Supplies > Pet Supplies > Cat Supplies
36851,Nutrecan Pavo 8 kg,"Nutrecan con pavo: es una fórmula premium especialmente diseñada para perros con sensibilidad digestiva o de la piel. Elaborado con pavo como fuente principal de proteína, es ideal para reducir el riesgo de alergias alimentarias y promover una digestión suave y equilibrada.",https://www.plazacampo.com/nutrecan-con-pavo-ext-8kg-1/p?skuId=36851,https://b2csolla.vteximg.com.br/arquivos/ids/4380831-1000-1500/Nutrecan-Pavo-8-kg.jpg?v=639253262087230000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380568-1000-1500/Nutrecan-Pavo-8-kg.jpg?v=639253478051000000,https://b2csolla.vteximg.com.br/arquivos/ids/4380572-1000-1500/Nutrecan-Pavo-8-kg.jpg?v=639253478052800000,https://b2csolla.vteximg.com.br/arquivos/ids/4380561-1000-1500/Nutrecan-Pavo-8-kg.jpg?v=639253478054670000",88400 COP,,in stock,new,Nutrecan,311,Perros > Nutrecan > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36822,Nutrecat Tilapia Ext 10x1.5Kg,"La alimentación de los gatos adultos debe ser equilibrada para mantenerlos sanos, activos y con un sistema inmune fuerte. Nutrecat Tilapia combina proteínas de alta calidad, grasas saludables, vitaminas y minerales para cuidar su salud digestiva, muscular e inmunológica. Beneficios principales de Nutrecat Tilapia: Ideal para gatos con sistema digestivo sensible: proteína magra, altamente digestible y rica en aminoácidos que mantienen la salud intestinal y el equilibrio de la microbiota. - Fortalece los músculos: gracias a su aporte de fósforo y potasio, combinado con un bajo nivel de grasas saturadas que proporciona energía limpia. - Natural y seguro: libre de colorantes y sabores artificiales. Con Nutrecat Tilapia, tu gato recibe una nutrición completa, ligera y deliciosa para mantenerse sano y lleno de vitalidad.",https://www.plazacampo.com/nutrecat-tilapia-ext-1-5-kg-1/p?skuId=36822,https://b2csolla.vteximg.com.br/arquivos/ids/4379651-1000-1500/Nutrecat-Tilapia-Ext-10x15Kg.jpg?v=639257582172070000,"https://b2csolla.vteximg.com.br/arquivos/ids/4379654-1000-1500/Nutrecat-Tilapia-Ext-10x15Kg.jpg?v=639257797400200000,https://b2csolla.vteximg.com.br/arquivos/ids/4379646-1000-1500/Nutrecat-Tilapia-Ext-10x15Kg.jpg?v=639257797402570000,https://b2csolla.vteximg.com.br/arquivos/ids/4379643-1000-1500/Nutrecat-Tilapia-Ext-10x15Kg.jpg?v=639257797404200000",24900 COP,,in stock,new,Nutrecat,299,Gatos > Nutrecat > Alimento seco,Animals & Pet Supplies > Pet Supplies > Cat Supplies
40076,Camiseta Polo Blanca Solla Mujer,"Esta camiseta tipo polo marca Solla. Está hecha en tela piqué, reconocida por su textura fresca, su resistencia y su comodidad durante todo el día. Su diseño incorpora el logo bordado de Solla al frente, un detalle que le da identidad sin perder sobriedad.",https://www.plazacampo.com/camiseta-polo-blanca-solla-mujer-1/p?skuId=40076,https://b2csolla.vteximg.com.br/arquivos/ids/4379183-1000-1500/Camiseta-Polo-Blanca-Solla-Mujer.jpg?v=638990605251400000,https://b2csolla.vteximg.com.br/arquivos/ids/4379184-1000-1500/Camiseta-Polo-Blanca-Solla-Mujer.jpg?v=638990605252970000,80580 COP,,in stock,new,Solla,289,Moda Solla > Camisetas y Polos > Polo Mujer,Apparel & Accessories > Clothing
40077,Camiseta Polo Blanca Solla Mujer,"Esta camiseta tipo polo marca Solla. Está hecha en tela piqué, reconocida por su textura fresca, su resistencia y su comodidad durante todo el día. Su diseño incorpora el logo bordado de Solla al frente, un detalle que le da identidad sin perder sobriedad.",https://www.plazacampo.com/camiseta-polo-blanca-solla-mujer-1/p?skuId=40077,https://b2csolla.vteximg.com.br/arquivos/ids/4379187-1000-1500/Camiseta-Polo-Blanca-Solla-Mujer.jpg?v=638990605265530000,https://b2csolla.vteximg.com.br/arquivos/ids/4379188-1000-1500/Camiseta-Polo-Blanca-Solla-Mujer.jpg?v=638990605267500000,80580 COP,,in stock,new,Solla,289,Moda Solla > Camisetas y Polos > Polo Mujer,Apparel & Accessories > Clothing
40078,Camiseta Polo Blanca Solla Mujer,"Esta camiseta tipo polo marca Solla. Está hecha en tela piqué, reconocida por su textura fresca, su resistencia y su comodidad durante todo el día. Su diseño incorpora el logo bordado de Solla al frente, un detalle que le da identidad sin perder sobriedad.",https://www.plazacampo.com/camiseta-polo-blanca-solla-mujer-1/p?skuId=40078,https://b2csolla.vteximg.com.br/arquivos/ids/4379192-1000-1500/Camiseta-Polo-Blanca-Solla-Mujer.jpg?v=639220644977800000,https://b2csolla.vteximg.com.br/arquivos/ids/4379190-1000-1500/Camiseta-Polo-Blanca-Solla-Mujer.jpg?v=639220644975730000,80580 COP,,in stock,new,Solla,289,Moda Solla > Camisetas y Polos > Polo Mujer,Apparel & Accessories > Clothing
40079,Camiseta Polo Blanca Solla Mujer,"Esta camiseta tipo polo marca Solla. Está hecha en tela piqué, reconocida por su textura fresca, su resistencia y su comodidad durante todo el día. Su diseño incorpora el logo bordado de Solla al frente, un detalle que le da identidad sin perder sobriedad.",https://www.plazacampo.com/camiseta-polo-blanca-solla-mujer-1/p?skuId=40079,https://b2csolla.vteximg.com.br/arquivos/ids/4379193-1000-1500/Camiseta-Polo-Blanca-Solla-Mujer.jpg?v=638990605285700000,https://b2csolla.vteximg.com.br/arquivos/ids/4379195-1000-1500/Camiseta-Polo-Blanca-Solla-Mujer.jpg?v=638990605287100000,80580 COP,,in stock,new,Solla,289,Moda Solla > Camisetas y Polos > Polo Mujer,Apparel & Accessories > Clothing
198,Al Combate Text AGR 5 kg,"Suministre Al Combate Texturizado a los gallos de pelea a partir del inicio del entrenamiento y durante las riñas. Dosis diaria controlada de acuerdo con el peso esperado, la raza y la intensidad de trabajo durante el entrenamiento y el combate. Ración sugerida para el entrenamiento y el combate 50 – 70 gramos/ave / día.",https://www.plazacampo.com/al-combate-text-agr-5-x-5-kg-1-jpg/p?skuId=198,https://b2csolla.vteximg.com.br/arquivos/ids/4379952-1000-1500/Al-Combate-Text-AGR-5-kg.jpg?v=639247214069670000,https://b2csolla.vteximg.com.br/arquivos/ids/4379950-1000-1500/Al-Combate-Text-AGR-5-kg.jpg?v=639247214067570000,15400 COP,,in stock,new,Agrinal,198,Avicultura > Agrinal > Pollo de engorde,Business & Industrial > Agriculture > Animal Husbandry
100,Campeon Adultos Pel 40 kg,"Campeón Adultos Alimento peletizado, indicado para equinos a partir de los 18 meses de edad, completando su desarrollo, durante el adiestramiento, y para equinos adultos con trabajo intenso a moderado, como complemento a los forrajes que siempre deben ser de la mejor calidad. Ofrecerlo en mínimo tres raciones al día.",https://www.plazacampo.com/campeon-adultos-pel-40-kg-1-jpg/p?skuId=100,https://b2csolla.vteximg.com.br/arquivos/ids/4380499-1000-1500/Campeon-Adultos-Pel-40-kg.jpg?v=639123770694030000,https://b2csolla.vteximg.com.br/arquivos/ids/4380496-1000-1500/Campeon-Adultos-Pel-40-kg.jpg?v=639123770691970000,75000 COP,,in stock,new,Solla,100,Equinos > Solla > Desarrollo,Business & Industrial > Agriculture > Animal Husbandry
78,Smart Ext  1 kg,"Smart, es un alimento completo ideal paras gatos adultos, hembras gestantes y lactantes, así como para cachorros lactantes como complemento a la leche materna. Es un alimento completo, nutritivo, científicamente balanceado en proteínas de alta calidad, carbohidratos, vitaminas y minerales. Tiene un irresistible sabor y está diseñado para gatos de todas las razas y en todas las edades de la vida. La fórmula de Smart asegura un pelaje sedoso y larga vida a tu gato.",https://www.plazacampo.com/smart-ext-15-x-1-kg-1-jpg/p?skuId=78,https://b2csolla.vteximg.com.br/arquivos/ids/4380729-1000-1500/Smart-Ext--1-kg.jpg?v=639153432726330000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380727-1000-1500/Smart-Ext--1-kg.jpg?v=639153432721200000,https://b2csolla.vteximg.com.br/arquivos/ids/4379757-1000-1500/Smart-Ext--1-kg.jpg?v=639153432723400000,https://b2csolla.vteximg.com.br/arquivos/ids/4379761-1000-1500/Smart-Ext--1-kg.jpg?v=639153432725100000",9000 COP,,in stock,new,Smart,78,Gatos > Smart > Alimento seco,Animals & Pet Supplies > Pet Supplies > Cat Supplies
70,Sabueso  Adultos Ext 20 kg,"Alimento completo extruido, cuya formula está recomendada para alimentar perros adultos en mantenimiento. Conoce más presentaciones de este producto aquí.",https://www.plazacampo.com/sabueso-adultos-ext-20-kg-1-jpg/p?skuId=70,https://b2csolla.vteximg.com.br/arquivos/ids/4380714-1000-1500/Sabueso -Adultos-Ext-20-kg.jpg?v=639255385908130000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380716-1000-1500/Sabueso -Adultos-Ext-20-kg.jpg?v=639255853880100000,https://b2csolla.vteximg.com.br/arquivos/ids/4379692-1000-1500/Sabueso -Adultos-Ext-20-kg.jpg?v=639255853882230000,https://b2csolla.vteximg.com.br/arquivos/ids/4379690-1000-1500/Sabueso -Adultos-Ext-20-kg.jpg?v=639255853884300000",94600 COP,,in stock,new,Sabueso,70,Perros > Sabueso > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
68,Q-Ida Can Adultos Ext 15 Kg,"Q-Ida Can Adultos, es un alimento extruido, completo y balanceado cuya fórmula está recomendada para alimentar perros adultos en mantenimiento.",https://www.plazacampo.com/q-ida-can-adultos-ext-15-kg-1/p?skuId=68,https://b2csolla.vteximg.com.br/arquivos/ids/4382198-1000-1500/Q-Ida-Can-Adultos-Ext-15 Kg.jpg?v=639233500713000000,"https://b2csolla.vteximg.com.br/arquivos/ids/4382199-1000-1500/Q-Ida-Can-Adultos-Ext-15 Kg.jpg?v=639233500716000000,https://b2csolla.vteximg.com.br/arquivos/ids/4382200-1000-1500/Q-Ida-Can-Adultos-Ext-15 Kg.jpg?v=639233500717870000,https://b2csolla.vteximg.com.br/arquivos/ids/4382201-1000-1500/Q-Ida-Can-Adultos-Ext-15 Kg.jpg?v=639229466108300000",64901 COP,,in stock,new,Q-ida Can,68,Perros > Q-ida Can > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
16,Nutrecan Light Ext 25 kg,"Alimento completo y balanceado para perros adultos con problemas o tendencia a la obesidad.Toda aquella energía que el perro consuma de más, y que no sea capaz de emplear y gastar, automáticamente se convertirá en tejido graso, dando lugar a la obesidad. Esta, suele desencadenar la aparición de otras enfermedades tan importantes como son: artritis, diabetes mellitus, problemas inmunológicos, patologías cardíacas, digestivas, hepáticas y respiratorias, la imposibilidad de termo regularse adecuadamente y el acortamiento de la propia vida.",https://www.plazacampo.com/nutrecan-light-ext-25-kg-1-jpg/p?skuId=16,https://b2csolla.vteximg.com.br/arquivos/ids/4379663-1000-1500/Nutrecan-Light-Ext-25-kg.jpg?v=639223886193530000,https://b2csolla.vteximg.com.br/arquivos/ids/4379664-1000-1500/Nutrecan-Light-Ext-25-kg.jpg?v=639223886191830000,351000 COP,,in stock,new,Nutrecan,16,Perros > Nutrecan > Light,Animals & Pet Supplies > Pet Supplies > Dog Supplies
14,Nutrecan Light Ext 2 kg,"Alimento completo y balanceado para perros adultos con problemas o tendencia a la obesidad. Toda aquella energía que el perro consuma de más, y que no sea capaz de emplear y gastar, automáticamente se convertirá en tejido graso, dando lugar a la obesidad. Esta, suele desencadenar la aparición de otras enfermedades tan importantes como son: artritis, diabetes mellitus, problemas inmunológicos, patologías cardíacas, digestivas, hepáticas y respiratorias, la imposibilidad de termo regularse adecuadamente y el acortamiento de la propia vida.",https://www.plazacampo.com/nutrecan-light-ext-8x2-kg-1-jpg/p?skuId=14,https://b2csolla.vteximg.com.br/arquivos/ids/4379660-1000-1500/Nutrecan-Light-Ext-2-kg.jpg?v=638998382052430000,https://b2csolla.vteximg.com.br/arquivos/ids/4379659-1000-1500/Nutrecan-Light-Ext-2-kg.jpg?v=638998382050530000,28600 COP,,in stock,new,Nutrecan,14,Perros > Nutrecan > Light,Animals & Pet Supplies > Pet Supplies > Dog Supplies
11,Nutrecan Croquetas Cachorros Ext 4kg,"Nutrecan Croquetas Cachorros, es un alimento extruido, 100% completo y balanceado, que ha sido formulado con ingredientes de la más alta calidad para promover el óptimo desarrollo de los cachorros. Ayuda a mantener una piel sana gracias a sus ácidos grasos esenciales Omega 6, y a la mezcla de vitaminas A y E.",https://www.plazacampo.com/nutrecan-croquetas-cachorros-ext-4kg-1/p?skuId=11,https://b2csolla.vteximg.com.br/arquivos/ids/4382081-1000-1500/Nutrecan-Croquetas-Cachorros-Ext-4kg.webp?v=639255853106330000,"https://b2csolla.vteximg.com.br/arquivos/ids/4382083-1000-1500/Nutrecan-Croquetas-Cachorros-Ext-4kg.webp?v=639255937105130000,https://b2csolla.vteximg.com.br/arquivos/ids/4382088-1000-1500/Nutrecan-Croquetas-Cachorros-Ext-4kg.webp?v=639255937106500000,https://b2csolla.vteximg.com.br/arquivos/ids/4379584-1000-1500/Nutrecan-Croquetas-Cachorros-Ext-4kg.webp?v=639255937107870000",30900 COP,,in stock,new,Nutrecan Croquetas,11,Perros > Nutrecan Croquetas > Cachorros,Animals & Pet Supplies > Pet Supplies > Dog Supplies
3,Nutrecan Senior Ext 8 kg,"Cuando tu perro tiene más de 7 años, entra en una nueva etapa de su vida donde sus requerimientos nutricionales también cambian. Por esto suministrale Nutrecan Senior, un alimento 100% completo y balanceado, de alta digestibilidad, que contiene ingredientes naturales que proporcionan una sana y sabrosa nutrición para tu perro, contrarrestando el paso de los años y haciéndolo más fuerte. Es un alimento completo y balanceado de alta digestibilidad, que contiene ingredientes naturales que proporcionan una sana y sabrosa nutrición para tu perro en la tercera edad.",https://www.plazacampo.com/nutrecan-senior-ext-8-kg-1-jpg/p?skuId=3,https://b2csolla.vteximg.com.br/arquivos/ids/4379172-1000-1500/Nutrecan-Senior-Ext-8-kg.jpg?v=639202682106100000,https://b2csolla.vteximg.com.br/arquivos/ids/4379174-1000-1500/Nutrecan-Senior-Ext-8-kg.jpg?v=639202682103070000,91200 COP,,in stock,new,Nutrecan,3,Perros > Nutrecan > Senior,Animals & Pet Supplies > Pet Supplies > Dog Supplies
40111,Bolsa Ecológica Reutilizable Nutrecat,"Bolsa ecológica reutilizable tipo tote, ideal para tus compras del día a día. Fabricada en poliéster resistente, cuenta con un diseño frontal moderno y amplio espacio para llevar todo lo que necesitas con comodidad. Sus cargaderas permiten un transporte práctico al hombro, soportando entre 10 y 15 kg. Perfecta para mercado, hogar o uso diario, reduciendo el uso de bolsas plásticas.",https://www.plazacampo.com/tote_bag_nutrecat/p?skuId=40111,https://b2csolla.vteximg.com.br/arquivos/ids/4380878-1000-1500/Bolsa-Ecologica-Reutilizable-Nutrecat.jpg?v=639198181517970000,,25347 COP,,in stock,new,Solla,359,Moda Solla > Accesorios > Cartucheras,Apparel & Accessories > Clothing
40110,Bolsa Ecológica Reutilizable Nutrecan,"Bolsa ecológica reutilizable tipo tote, ideal para tus compras del día a día. Fabricada en poliéster resistente, cuenta con un diseño frontal moderno y amplio espacio para llevar todo lo que necesitas con comodidad. Sus cargaderas permiten un transporte práctico al hombro, soportando entre 10 y 15 kg. Perfecta para mercado, hogar o uso diario, reduciendo el uso de bolsas plásticas.",https://www.plazacampo.com/tote_bag_nutrecan/p?skuId=40110,https://b2csolla.vteximg.com.br/arquivos/ids/4380876-1000-1500/Bolsa-Ecologica-Reutilizable-Nutrecan.jpg?v=639203365555930000,,25347 COP,,in stock,new,Solla,358,Moda Solla > Accesorios > Cartucheras,Apparel & Accessories > Clothing
40109,Bolsa Ecológica Reutilizable  Lucky,"Bolsa ecológica reutilizable tipo tote, ideal para tus compras del día a día. Fabricada en poliéster resistente, cuenta con un diseño frontal moderno y amplio espacio para llevar todo lo que necesitas con comodidad. Sus cargaderas permiten un transporte práctico al hombro, soportando entre 10 y 15 kg. Perfecta para mercado, hogar o uso diario, reduciendo el uso de bolsas plásticas.",https://www.plazacampo.com/tote_bag_lucky/p?skuId=40109,https://b2csolla.vteximg.com.br/arquivos/ids/4380877-1000-1500/Bolsa-Ecologica-Reutilizable--Lucky.jpg?v=639119557259530000,,25347 COP,,in stock,new,Solla,357,Moda Solla > Accesorios > Cartucheras,Apparel & Accessories > Clothing
36860,Nutrecan Salmon 25 kg,"Nutrecan con salmón: es una fórmula premium desarrollada para promover el desarrollo y la recuperación muscular, al tiempo que apoya la salud cardiovascular y el bienestar general de tu mascota. Elaborado con salmón como fuente principal de proteína y ácidos grasos esenciales, ofrece una nutrición equilibrada y altamente beneficiosa.",https://www.plazacampo.com/nutrecan-con-salmon-ext-25kg-1/p?skuId=36860,https://b2csolla.vteximg.com.br/arquivos/ids/4380046-1000-1500/Nutrecan-Salmon-25-kg.jpg?v=639171576922900000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380049-1000-1500/Nutrecan-Salmon-25-kg.jpg?v=639172044847600000,https://b2csolla.vteximg.com.br/arquivos/ids/4380054-1000-1500/Nutrecan-Salmon-25-kg.jpg?v=639172044850270000,https://b2csolla.vteximg.com.br/arquivos/ids/4380051-1000-1500/Nutrecan-Salmon-25-kg.jpg?v=639172044852600000",308501 COP,,in stock,new,Nutrecan,336,Perros > Nutrecan > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36857,Nutrecan Salmon  6 kg,"Nutrecan con salmón: es una fórmula premium desarrollada para promover el desarrollo y la recuperación muscular, al tiempo que apoya la salud cardiovascular y el bienestar general de tu mascota. Elaborado con salmón como fuente principal de proteína y ácidos grasos esenciales, ofrece una nutrición equilibrada y altamente beneficiosa.",https://www.plazacampo.com/nutrecan-con-salmon-ext-6kg-1/p?skuId=36857,https://b2csolla.vteximg.com.br/arquivos/ids/4380594-1000-1500/Nutrecan-Salmon--6-kg.jpg?v=639258662408470000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380592-1000-1500/Nutrecan-Salmon--6-kg.jpg?v=639258842225270000,https://b2csolla.vteximg.com.br/arquivos/ids/4380600-1000-1500/Nutrecan-Salmon--6-kg.jpg?v=639258842227270000,https://b2csolla.vteximg.com.br/arquivos/ids/4380776-1000-1500/Nutrecan-Salmon--6-kg.jpg?v=639258842230800000",74000 COP,,in stock,new,Nutrecan,333,Perros > Nutrecan > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36839,Nutrecan Avena y Banano 16 kg,"Nutrecan con avena y banano: está formulado con ingredientes naturales y de consumo humano para cachorros con estómagos sensibles. Su mezcla de avena, rica en fibra soluble, y banano, fuente de potasio y vitaminas, favorece la digestión y el tránsito intestinal. ¡Sin colorantes ni sabores artificiales!",https://www.plazacampo.com/nutrecan-con-avena-y-banano-ext-16kg-1/p?skuId=36839,https://b2csolla.vteximg.com.br/arquivos/ids/4380428-1000-1500/Nutrecan-Avena-y-Banano-16-kg.jpg?v=639220430489400000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380432-1000-1500/Nutrecan-Avena-y-Banano-16-kg.jpg?v=639220646465900000,https://b2csolla.vteximg.com.br/arquivos/ids/4380418-1000-1500/Nutrecan-Avena-y-Banano-16-kg.jpg?v=639220646472430000,https://b2csolla.vteximg.com.br/arquivos/ids/4380435-1000-1500/Nutrecan-Avena-y-Banano-16-kg.jpg?v=639220646477230000",203800 COP,,in stock,new,Nutrecan,329,Perros > Nutrecan > Cachorros,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36865,Nutrecan Salmon Y Queso Madurado 8 kg,"Nutrecan con salmón y queso madurado: es una fórmula especialmente diseñada para perros adultos mayores o con menor nivel de actividad, que necesitan mantener su fuerza muscular y vitalidad sin un exceso de grasa. Su combinación de ingredientes premium favorece el equilibrio entre energía, salud ósea y bienestar general",https://www.plazacampo.com/nutrecan-con-salmon-y-queso-madurado-ext-8kg-1/p?skuId=36865,https://b2csolla.vteximg.com.br/arquivos/ids/4379904-1000-1500/Nutrecan-Salmon-Y-Queso-Madurado-8-kg.jpg?v=639222374307200000,"https://b2csolla.vteximg.com.br/arquivos/ids/4379909-1000-1500/Nutrecan-Salmon-Y-Queso-Madurado-8-kg.jpg?v=639222374299400000,https://b2csolla.vteximg.com.br/arquivos/ids/4380766-1000-1500/Nutrecan-Salmon-Y-Queso-Madurado-8-kg.jpg?v=639222374301100000,https://b2csolla.vteximg.com.br/arquivos/ids/4379918-1000-1500/Nutrecan-Salmon-Y-Queso-Madurado-8-kg.jpg?v=639222374302200000",100601 COP,,in stock,new,Nutrecan,318,Perros > Nutrecan > Senior,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36863,Nutrecan Salmon Y Queso Madurado 2 kg,"Nutrecan con salmón y queso madurado: es una fórmula especialmente diseñada para perros adultos mayores o con menor nivel de actividad, que necesitan mantener su fuerza muscular y vitalidad sin un exceso de grasa. Su combinación de ingredientes premium favorece el equilibrio entre energía, salud ósea y bienestar general",https://www.plazacampo.com/nutrecan-con-salmon-y-queso-madurado-ext-2kg-1/p?skuId=36863,https://b2csolla.vteximg.com.br/arquivos/ids/4380057-1000-1500/Nutrecan-Salmon-Y-Queso-Madurado-2-kg.jpg?v=639123771024800000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380056-1000-1500/Nutrecan-Salmon-Y-Queso-Madurado-2-kg.jpg?v=639123852308500000,https://b2csolla.vteximg.com.br/arquivos/ids/4380064-1000-1500/Nutrecan-Salmon-Y-Queso-Madurado-2-kg.jpg?v=639123852310600000,https://b2csolla.vteximg.com.br/arquivos/ids/4380062-1000-1500/Nutrecan-Salmon-Y-Queso-Madurado-2-kg.jpg?v=639123852312170000",25100 COP,,in stock,new,Nutrecan,316,Perros > Nutrecan > Senior,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36849,Nutrecan Pavo 2 kg,"Nutrecan con pavo: es una fórmula premium especialmente diseñada para perros con sensibilidad digestiva o de la piel. Elaborado con pavo como fuente principal de proteína, es ideal para reducir el riesgo de alergias alimentarias y promover una digestión suave y equilibrada.",https://www.plazacampo.com/nutrecan-con-pavo-ext-8x2kg-1/p?skuId=36849,https://b2csolla.vteximg.com.br/arquivos/ids/4380348-1000-1500/Nutrecan-Pavo 2-kg.jpg?v=639251750111670000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380356-1000-1500/Nutrecan-Pavo 2-kg.jpg?v=639251750101930000,https://b2csolla.vteximg.com.br/arquivos/ids/4380344-1000-1500/Nutrecan-Pavo 2-kg.jpg?v=639251750104570000,https://b2csolla.vteximg.com.br/arquivos/ids/4380350-1000-1500/Nutrecan-Pavo 2-kg.jpg?v=639251750106200000",22500 COP,,in stock,new,Nutrecan,309,Perros > Nutrecan > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36846,Nutrecan Pollo  25 kg,"Nutrecan con pollo: una receta premium con biotina, omegas 3 y 6 para un pelaje fuerte, brillante y una piel saludable. Sin colorantes ni sabores artificiales, con croquetas fáciles de masticar y una fórmula digestiva que cuida su bienestar desde adentro.",https://www.plazacampo.com/nutrecan-con-pollo-ext-25kg-1/p?skuId=36846,https://b2csolla.vteximg.com.br/arquivos/ids/4380229-1000-1500/Nutrecan-Pollo--25-kg.jpg?v=639249806108470000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380233-1000-1500/Nutrecan-Pollo--25-kg.jpg?v=639250022348730000,https://b2csolla.vteximg.com.br/arquivos/ids/4380238-1000-1500/Nutrecan-Pollo--25-kg.jpg?v=639250022350500000,https://b2csolla.vteximg.com.br/arquivos/ids/4380248-1000-1500/Nutrecan-Pollo--25-kg.jpg?v=639250022352200000",276400 COP,,in stock,new,Nutrecan,307,Perros > Nutrecan > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36844,Nutrecan Pollo  8 kg,"Nutrecan con pollo: una receta premium con biotina, omegas 3 y 6 para un pelaje fuerte, brillante y una piel saludable. Sin colorantes ni sabores artificiales, con croquetas fáciles de masticar y una fórmula digestiva que cuida su bienestar desde adentro.",https://www.plazacampo.com/nutrecan-con-pollo-ext-8kg-1/p?skuId=36844,https://b2csolla.vteximg.com.br/arquivos/ids/4380439-1000-1500/Nutrecan-Pollo -8-kg.jpg?v=639254342005870000,"https://b2csolla.vteximg.com.br/arquivos/ids/4380458-1000-1500/Nutrecan-Pollo -8-kg.jpg?v=639254522151330000,https://b2csolla.vteximg.com.br/arquivos/ids/4380453-1000-1500/Nutrecan-Pollo -8-kg.jpg?v=639254522153000000,https://b2csolla.vteximg.com.br/arquivos/ids/4380449-1000-1500/Nutrecan-Pollo -8-kg.jpg?v=639254522154530000",88400 COP,,in stock,new,Nutrecan,305,Perros > Nutrecan > Adultos,Animals & Pet Supplies > Pet Supplies > Dog Supplies
36823,Nutrecat Tilapia Ext 8 kg,"La alimentación de los gatos adultos debe ser equilibrada para mantenerlos sanos, activos y con un sistema inmune fuerte. Nutrecat Tilapia combina proteínas de alta calidad, grasas saludables, vitaminas y minerales para cuidar su salud digestiva, muscular e inmunológica. Beneficios principales de Nutrecat Tilapia: Ideal para gatos con sistema digestivo sensible: proteína magra, altamente digestible y rica en aminoácidos que mantienen la salud intestinal y el equilibrio de la microbiota. - Fortalece los músculos: gracias a su aporte de fósforo y potasio, combinado con un bajo nivel de grasas saturadas que proporciona energía limpia. - Natural y seguro: libre de colorantes y sabores artificiales. Con Nutrecat Tilapia, tu gato recibe una nutrición completa, ligera y deliciosa para mantenerse sano y lleno de vitalidad.",https://www.plazacampo.com/nutrecat-tilapia-ext-8-kg-1/p?skuId=36823,https://b2csolla.vteximg.com.br/arquivos/ids/4379562-1000-1500/Nutrecat-Tilapia-Ext-8-kg.jpg?v=639233389230630000,"https://b2csolla.vteximg.com.br/arquivos/ids/4379546-1000-1500/Nutrecat-Tilapia-Ext-8-kg.jpg?v=639233500311700000,https://b2csolla.vteximg.com.br/arquivos/ids/4379558-1000-1500/Nutrecat-Tilapia-Ext-8-kg.jpg?v=639233500313400000,https://b2csolla.vteximg.com.br/arquivos/ids/4379553-1000-1500/Nutrecat-Tilapia-Ext-8-kg.jpg?v=639233500315430000",94900 COP,,in stock,new,Nutrecat,300,Gatos > Nutrecat > Alimento seco,Animals & Pet Supplies > Pet Supplies > Cat Supplies
